대중교통,역(정류장),호선명,노선(수),x_좌표,y_좌표,지하철_여부,버스_여부,따릉이_여부,동_이름,GID,NODE_ID,주소,도로명,버스정류장ARS번호,총승차인원,총하차인원
버스,논골사거리,,1,127.0247742,37.55612602,N,Y,N,금호동1가,11200109,103900100,서울 성동구 금호동1가 168-322,,4672,3499,5239
버스,논골신협.대림아파트후문,,1,127.0245189,37.55751195,N,Y,N,금호동1가,11200109,103900058,서울 성동구 금호동1가 132-1,,4669,4591,9307
버스,논골신협.대림아파트후문,,2,127.0245744,37.55770298,N,Y,N,금호동1가,11200109,105000454,서울 성동구 금호동1가 132-1,,4560,8174,12209
버스,논골입구.성동공유센터,,1,127.02557,37.55554,N,Y,N,행당동,11200107,103900050,서울 성동구 행당동 346,,4586,132,1564
버스,뉴타운아파트,,7,127.026968,37.564877,N,Y,N,하왕십리동,11200102,103000509,서울 성동구 하왕십리동 873-1,,4105,6295,13021
버스,답십리역사거리,,5,127.0543962,37.56544961,N,Y,N,용답동,11200122,103000001,서울 성동구 용답동 127,,4001,39186,52229
버스,대경생활과학고등학교,,1,127.017537,37.55597143,N,Y,N,금호동2가,11200110,103900026,서울 성동구 금호동2가 산 9-1,,4514,978,10
버스,대경생활과학고등학교,,1,127.0175178,37.55606875,N,Y,N,금호동2가,11200110,103900106,서울 성동구 금호동2가 산 9-1,,4691,15,5252
버스,대림강변타운아파트A상가,,1,127.035718,37.55479,N,Y,N,응봉동,11200108,103900273,서울 성동구 응봉동 15-2,,4888,1046,921
버스,대림상가,,2,127.034468,37.55388,N,Y,N,응봉동,11200108,103900127,서울 성동구 응봉동 10-115,,4701,2011,7896
버스,대림아파트,,1,127.024926,37.55657383,N,Y,N,행당동,11200107,103000175,서울 성동구 행당동 347-2,,4278,5533,7041
버스,대림아파트후문,,4,127.0269327,37.5561715,N,Y,N,행당동,11200107,103900108,서울 성동구 행당동 317-10,,4698,1561,7052
버스,대우아파트관리실,,2,127.019985,37.546215,N,Y,N,금호동4가,11200112,103900142,서울 성동구 금호동4가 800,,4502,3936,3156
버스,대우아파트입구,,2,127.0191632,37.54598344,N,Y,N,금호동4가,11200112,103900144,서울 성동구 금호동4가 800,,4572,1148,2609
버스,대우아파트후문,,2,127.0216589,37.54693907,N,Y,N,금호동4가,11200112,103900143,서울 성동구 금호동4가 800,,4507,2283,601
버스,대현산배수지공원앞,,1,127.0220575,37.55517771,N,Y,N,금호동1가,11200109,103900195,서울 성동구 금호동1가 127-2,,4828,113,1173
버스,대현산배수지공원입구,,3,127.0200974,37.55627838,N,Y,N,금호동1가,11200109,103000044,서울 성동구 금호동1가 101,,4143,5219,4171
버스,대현산체육관입구,,1,127.0297135,37.55296294,N,Y,N,응봉동,11200108,103900107,서울 성동구 응봉동 265-105,,4696,2493,2973
버스,대현산체육관입구,,1,127.029853,37.55308,N,Y,N,응봉동,11200108,103900122,서울 성동구 응봉동 264-5,,4567,1762,4072
버스,도선고등학교.꽃재교회,,3,127.027782,37.567093,N,Y,N,하왕십리동,11200102,103000150,서울 성동구 하왕십리동 548-3,,4252,3264,1359
버스,도선동사거리,,3,127.0365327,37.56676758,N,Y,N,마장동,11200105,103900098,서울 성동구 마장동 474-28,,4668,3998,1774
버스,도선사거리,,7,127.036955,37.567023,N,Y,N,마장동,11200105,103000022,서울 성동구 마장동 518-14,,4121,15393,15260
버스,도선사거리,,7,127.036487,37.566648,N,Y,N,마장동,11200105,103000023,서울 성동구 마장동 573-1,,4122,14202,32377
버스,동대문구청.용두역4번출구,,3,127.039718,37.573438,N,Y,N,용답동,11200122,105000074,서울 동대문구 용두동 34-1,,6160,16890,13845
버스,두산상가후문.106동,,2,127.0167387,37.5491854,N,Y,N,금호동3가,11200111,103900134,서울 성동구 금호동3가 1331,,4550,81,125
버스,두산상가후문.106동,,2,127.0166851,37.54933842,N,Y,N,금호동3가,11200111,103900135,서울 성동구 금호동3가 1331,,4754,77,90
버스,두산아파트109동,,2,127.0166307,37.54988947,N,Y,N,금호동3가,11200111,103900006,서울 성동구 금호동3가 1331,,4757,228,12
버스,두산아파트109동,,2,127.016797,37.54991499,N,Y,N,금호동3가,11200111,103900137,서울 성동구 금호동3가 1331,,4760,8,595
버스,두산아파트113동,,2,127.0162396,37.55078794,N,Y,N,금호동3가,11200111,103900001,서울 성동구 금호동3가 1331,,4767,399,5611
버스,두산아파트113동,,2,127.0160758,37.5505885,N,Y,N,금호동3가,11200111,103900007,서울 성동구 금호동3가 1331,,4756,394,45
버스,두산아파트115동,,2,127.0159607,37.55105588,N,Y,N,금호동3가,11200111,103900138,서울 성동구 금호동3가 1331,,4761,3986,4476
버스,뚝도시장,,4,127.0553996,37.53858661,N,Y,N,성수동2가,11200115,103000096,서울 성동구 성수동2가 331-200,,4195,14754,2386
버스,뚝도시장,,3,127.05526,37.53885,N,Y,N,성수동2가,11200115,103000097,서울 성동구 성수동2가 331-15,,4196,2679,13238
버스,뚝도시장구길,,5,127.05527,37.537192,N,Y,N,성수동2가,11200115,103000102,서울 성동구 성수동2가 816-4,,4201,2119,12734
버스,뚝도시장구길,,5,127.0549268,37.53755207,N,Y,N,성수동2가,11200115,103000103,서울 성동구 성수동2가 565-5,,4202,14221,2917
버스,뚝도아리수정수센터수도박물관,,4,127.0442,37.540977,N,Y,N,성수동1가,11200114,103000076,서울 성동구 성수동1가 656-410,,4175,7234,10229
버스,뚝도아리수정수센터수도박물관,,4,127.04399,37.541407,N,Y,N,성수동1가,11200114,103000077,서울 성동구 성수동1가 685-235,,4176,2298,10616
버스,뚝섬서울숲,,4,127.0366012,37.54461804,N,Y,N,성수동1가,11200114,103000121,서울 성동구 성수동1가 685-30,,4222,19392,22131
버스,뚝섬서울숲,,5,127.036397,37.545672,N,Y,N,성수동1가,11200114,103000122,서울 성동구 성수동1가 685-534,,4223,19846,23247
버스,뚝섬서울숲,,2,127.037565,37.543457,N,Y,N,성수동1가,11200114,103000162,서울 성동구 성수동1가 719,,4264,6728,1844
버스,뚝섬역2번출구,,6,127.046846,37.547575,N,Y,N,성수동1가,11200114,103000135,서울 성동구 성수동1가 715-1,,4237,13758,6165
버스,뚝섬역4번출구,,6,127.04927,37.5468,N,Y,N,성수동1가,11200114,103000137,서울 성동구 성수동1가 14-28,,4239,11963,12239
버스,뚝섬역5번출구,,6,127.049272,37.546482,N,Y,N,성수동1가,11200114,103000136,서울 성동구 성수동1가 14-22,,4238,14552,10214
버스,뚝섬역8번출구,,6,127.045506,37.547696,N,Y,N,성수동1가,11200114,103000134,서울 성동구 성수동1가 656-853,,4236,17040,15851
버스,래미안옥수리버젠.옥수중앙교회,,2,127.0148446,37.54591558,N,Y,N,옥수동,11200113,103000065,서울 성동구 옥수동 561-4,,4164,1387,9097
버스,래미안옥수리버젠.옥수중앙교회,,2,127.014698,37.545782,N,Y,N,옥수동,11200113,103000066,서울 성동구 옥수동 561-4,,4165,5101,1933
버스,래미안옥수리버젠아파트상가,,1,127.015727,37.54437279,N,Y,N,옥수동,11200113,103900167,서울 성동구 옥수동 산 5-145,,4800,166,1517
버스,래미안하이리버아파트,,3,127.0254234,37.55145821,N,Y,N,금호동2가,11200110,103000051,서울 성동구 금호동2가 1220-1,,4150,8218,9312
버스,리버그린동아아파트,,1,127.0382721,37.55334439,N,Y,N,응봉동,11200108,103900280,서울 성동구 응봉동 276,,4895,137,2661
버스,리버그린동아아파트정문,,1,127.0375237,37.55349324,N,Y,N,응봉동,11200108,103900274,서울 성동구 응봉동 276,,4889,2371,110
버스,리버하우스,,3,127.0510061,37.55090026,N,Y,N,성수동1가,11200114,103000152,서울 성동구 성수동1가 13-12,,4254,8224,7294
버스,리버하우스,,3,127.0506905,37.5512302,N,Y,N,성수동1가,11200114,103000153,서울 성동구 성수동1가 13-217,,4255,6047,7039
버스,마장2교사거리,,1,127.045459,37.567977,N,Y,N,마장동,11200105,103900203,서울 성동구 마장동 806,,4839,451,175
버스,마장2교사거리,,1,127.0456033,37.56818275,N,Y,N,마장동,11200105,103900204,서울 성동구 마장동 804,,4840,28,1163
버스,마장동금호아파트,,2,127.041859,37.56307133,N,Y,N,마장동,11200105,103000024,서울 성동구 마장동 388-2,,4123,2661,3799
버스,마장동금호아파트,,2,127.0415812,37.56215772,N,Y,N,마장동,11200105,103000025,서울 성동구 마장동 395-2,,4124,3436,17612
버스,마장동주민센터,,2,127.0445738,37.5673235,N,Y,N,마장동,11200105,103000017,서울 성동구 마장동 804,,4116,5171,10431
버스,마장동주민센터,,2,127.04464,37.567063,N,Y,N,마장동,11200105,105000455,서울 성동구 마장동 781-22,,4298,4888,4853
버스,마장동축산물시장,,1,127.0375065,37.57033647,N,Y,N,마장동,11200105,103900055,서울 성동구 마장동 474-5,,,,
버스,마장역,,2,127.0423252,37.56558251,N,Y,N,마장동,11200105,103000018,서울 성동구 마장동 810,,4117,18187,7561
버스,마장역,,2,127.043037,37.566346,N,Y,N,마장동,11200105,103000169,서울 성동구 마장동 804,,4271,4557,11162
버스,마장역,,1,127.0426522,37.56611408,N,Y,N,마장동,11200105,103900246,서울 성동구 마장동 804,,4876,668,340
버스,마장역,,1,127.0423948,37.56564741,N,Y,N,마장동,11200105,103900247,서울 성동구 마장동 810,,4877,700,1208
버스,마장축산물시장,,7,127.0380207,37.57095053,N,Y,N,마장동,11200105,103000020,서울 성동구 마장동 474-28,,4119,36383,31281
버스,마장축산물시장,,9,127.0375114,37.57025901,N,Y,N,마장동,11200105,103000021,서울 성동구 마장동 474-28,,4120,44207,45832
버스,만물상회앞,,1,127.031224,37.552829,N,Y,N,응봉동,11200108,103900039,서울 성동구 응봉동 264-5,,4553,1223,5085
버스,무쇠막,,1,127.0246948,37.54527775,N,Y,N,금호동4가,11200112,103900024,서울 성동구 금호동4가 189,,4511,2063,6806
버스,무학여고,,9,127.0338673,37.55789531,N,Y,N,행당동,11200107,103000033,서울 성동구 행당동 320-18,,4132,63869,54157
버스,무학여고,,1,127.0330163,37.55839115,N,Y,N,행당동,11200107,103000178,서울 성동구 행당동 317-152,,4281,5692,6265
버스,무학여고,,1,127.033877,37.558122,N,Y,N,행당동,11200107,103000278,서울 성동구 행당동 319-47,,,,
버스,무학여고,,1,127.034245,37.5581,N,Y,N,행당동,11200107,103000279,서울 성동구 행당동 319-36,,,,
버스,무학여고,,2,127.0339124,37.55749161,N,Y,N,행당동,11200107,103900065,서울 성동구 행당동 322-1,,4516,7804,5360
버스,무학여고,,2,127.0342554,37.55771859,N,Y,N,행당동,11200107,103900088,서울 성동구 행당동 320-9,,4584,4648,6330
버스,무학여고앞,,8,127.034232,37.557855,N,Y,N,행당동,11200107,103000032,서울 성동구 행당동 320-22,,4131,34908,35692
버스,무학중학교.무학여고,,3,127.0332891,37.55842262,N,Y,N,행당동,11200107,103900018,서울 성동구 행당동 317-152,,4679,12670,4291
버스,무학중학교.무학여고,,3,127.0331283,37.55821,N,Y,N,행당동,11200107,103900019,서울 성동구 행당동 322-1,,4552,2560,6634
버스,미타사입구,,5,127.0168373,37.54485562,N,Y,N,옥수동,11200113,103000064,서울 성동구 옥수동 332-1,,4163,2876,4349
버스,민자역사후문,,1,127.038505,37.56358,N,Y,N,마장동,11200105,103900172,서울 성동구 마장동 816-79,,4824,59,363
버스,민자역사후문,,1,127.038365,37.563549,N,Y,N,마장동,11200105,103900187,서울 성동구 마장동 816-60,,4809,837,639
버스,법학학술정보관,,1,127.048574,37.55704,N,Y,N,사근동,11200106,103900300,서울 성동구 사근동 110,,4525,1497,3444
버스,벽산노인정,,1,127.0268505,37.55105871,N,Y,N,금호동1가,11200109,103900180,서울 성동구 금호동1가 633,,4816,184,1011
버스,벽산아파트,,1,127.0256886,37.55560229,N,Y,N,행당동,11200107,103000174,서울 성동구 행당동 346,,4277,6050,6497
버스,벽산아파트107동,,1,127.0274313,37.55168754,N,Y,N,금호동1가,11200109,103900179,서울 성동구 금호동1가 633,,4817,1022,2426
버스,벽산아파트109동,,1,127.0273705,37.55261388,N,Y,N,금호동1가,11200109,103900178,서울 성동구 금호동1가 633,,4818,1003,1013
버스,벽산아파트111동앞,,1,127.0267898,37.55306308,N,Y,N,금호동1가,11200109,103900157,서울 성동구 금호동1가 633,,4772,1295,2521
버스,벽산아파트202동앞,,1,127.027356,37.551491,N,Y,N,금호동1가,11200109,103900159,서울 성동구 금호동1가 633,,4774,3269,870
버스,벽산아파트206동앞,,1,127.0272674,37.55215254,N,Y,N,금호동1가,11200109,103900158,서울 성동구 금호동1가 633,,4773,2022,2129
버스,벽산아파트501동,,1,127.0255027,37.55495534,N,Y,N,금호동1가,11200109,103900176,서울 성동구 금호동1가 633,,4820,208,404
버스,벽산아파트501동앞,,1,127.0254789,37.55483821,N,Y,N,금호동1가,11200109,103900155,서울 성동구 금호동1가 633,,4770,430,2774
버스,벽산아파트505동,,1,127.0263706,37.55432168,N,Y,N,금호동1가,11200109,103900177,서울 성동구 금호동1가 633,,4819,188,534
버스,벽산아파트505동앞,,1,127.0262518,37.55440101,N,Y,N,금호동1가,11200109,103900156,서울 성동구 금호동1가 633,,4771,571,2056
버스,벽산아파트정문,,1,127.02528,37.552658,N,Y,N,금호동1가,11200109,103900035,서울 성동구 금호동1가 639-2,,4539,1821,919
버스,벽산하이피아상가,,1,127.0259454,37.5519501,N,Y,N,금호동1가,11200109,103900181,서울 성동구 금호동1가 639-3,,4815,745,609
버스,벽산하이피아상가앞,,1,127.0256433,37.55219616,N,Y,N,금호동1가,11200109,103900160,서울 성동구 금호동1가 639-3,,4775,533,393
버스,사근고개,,1,127.0446,37.561162,N,Y,N,사근동,11200106,103000129,서울 성동구 사근동 301-77,,4230,422,3658
버스,사근고개,,1,127.0445102,37.56125556,N,Y,N,사근동,11200106,103000130,서울 성동구 사근동 223-13,,4231,2378,1381
버스,사근동벽산아파트,,1,127.0499269,37.5601892,N,Y,N,사근동,11200106,103000133,서울 성동구 사근동 120-22,,4234,435,2828
버스,사근동주민센터,,1,127.04565,37.560815,N,Y,N,사근동,11200106,103000127,서울 성동구 사근동 301-3,,4228,144,4611
버스,사근동주민센터,,1,127.045712,37.560933,N,Y,N,사근동,11200106,103000128,서울 성동구 사근동 176-54,,4229,3389,209
버스,사근동하이츠아파트앞,,1,127.048603,37.561201,N,Y,N,사근동,11200106,103000125,서울 성동구 사근동 198-3,,4226,760,6579
버스,사근동하이츠아파트앞,,1,127.0486882,37.56130618,N,Y,N,사근동,11200106,103000126,서울 성동구 사근동 198-3,,4227,13264,294
버스,살곶이체육공원앞,,1,127.0509355,37.55631791,N,Y,N,사근동,11200106,103000516,서울 성동구 사근동 102-28,,4307,1346,63
버스,삼성래미안아파트,,1,127.0275591,37.54837509,N,Y,N,금호동4가,11200112,103900148,서울 성동구 금호동4가 89-11,,4749,4481,4204
버스,삼성래미안아파트,,1,127.0402756,37.56549402,N,Y,N,마장동,11200105,103900170,서울 성동구 마장동 775-2,,4826,47,1035
버스,삼성래미안아파트앞,,5,127.0275127,37.54834987,N,Y,N,금호동4가,11200112,103000061,서울 성동구 금호동4가 산 3-4,,4160,10879,19476
버스,삼성아파트정문,,1,127.0152935,37.54382678,N,Y,N,옥수동,11200113,103900193,서울 성동구 옥수동 250-2,,4805,1896,1542
버스,상봉노인정앞,,1,127.0302832,37.55287394,N,Y,N,응봉동,11200108,103900042,서울 성동구 응봉동 265-36,,4559,1121,5014
버스,상봉노인정앞,,1,127.03022,37.552674,N,Y,N,응봉동,11200108,103900109,서울 성동구 응봉동 264-5,,4699,1830,1106
버스,상왕십리역,,7,127.029075,37.564338,N,Y,N,하왕십리동,11200102,103000004,서울 성동구 하왕십리동 903-1,,4101,22961,15323
버스,상왕십리역,,13,127.0286813,37.56469363,N,Y,N,하왕십리동,11200102,103000005,서울 성동구 하왕십리동 860-1,,4102,43486,85250
버스,상왕십리역,,3,127.0302446,37.56487166,N,Y,N,도선동,11200104,103000015,서울 성동구 도선동 405,,4113,47440,15176
